	Yes. Reach out to v@buterin.com anytime.	VitalikButerin	9	1	1490867975	847387823388868608	https://twitter.com/VitalikButerin/status/847387823388868608			@buterin
	French Nieuport fighter plane, at the Battle of the Somme museum at Thiepval, France.pic.twitter.com/TYj4W5zF18	prchovanec	9	3	1490881781	847445731665481728	https://twitter.com/prchovanec/status/847445731665481728			
	German, French, British and American uniforms and kits from later in WWI, at the Great War museum in Peronne, France.pic.twitter.com/5lNPmU2FKt	prchovanec	51	31	1490881166	847443149014261760	https://twitter.com/prchovanec/status/847443149014261760			
	French and German army uniforms from the starting days of WWI, at the Great War museum in Perrone, France.pic.twitter.com/RnAFp5MJJN	prchovanec	6	1	1490880984	847442387144065024	https://twitter.com/prchovanec/status/847442387144065024			
	LOL.https://twitter.com/johncassidy/status/847265801589665792 …	prchovanec	6	3	1490879952	847438060518203392	https://twitter.com/prchovanec/status/847438060518203392			
	Metaphor alert.https://twitter.com/brian_whit/status/847418513803231234 …	prchovanec	13	0	1490879919	847437918662770689	https://twitter.com/prchovanec/status/847437918662770689			
	Civil war.https://twitter.com/realdonaldtrump/status/847435163143454723 …	prchovanec	6	3	1490879864	847437688852463616	https://twitter.com/prchovanec/status/847437688852463616			
	Jimmy Wales is feeling a bit down, folks.https://twitter.com/jimmy_wales/status/846857402133700609 …	prchovanec	4	0	1490879800	847437419527905281	https://twitter.com/prchovanec/status/847437419527905281			
	Now, apply same lesson outside of Venezuela. Hmmm.https://twitter.com/shapiro_wac/status/847430655344496640 …	prchovanec	6	1	1490878253	847430934001467393	https://twitter.com/prchovanec/status/847430934001467393			
	So was Lenin. So was Mao. The moral and practical content of change matters, immensely.https://twitter.com/walshfreedom/status/847427148381999104 …	prchovanec	104	43	1490878135	847430439639711745	https://twitter.com/prchovanec/status/847430439639711745			
	"""I don't like you anymore"" one of my twin 4-year old daughters proclaims, because I was sitting in her favorite breakfast spot."	prchovanec	16	0	1490877069	847425965353390082	https://twitter.com/prchovanec/status/847425965353390082			
	Writing a note to the nun who teaches my son's 2nd grade class, I am suddenly keenly aware of the quality of my penmanship.	prchovanec	19	0	1490876755	847424651047219202	https://twitter.com/prchovanec/status/847424651047219202			
	Mar 29, 1917 - New York Times: British Parliament makes historic vote in favor of votes for women.pic.twitter.com/R6jZzxCZCM	prchovanec	4	1	1490873709	847411875004399616	https://twitter.com/prchovanec/status/847411875004399616			
	Mar 29, 1917 - New York Times: German u-boat campaign sank 127 British vessels in last four weeks.pic.twitter.com/TfeRFlW9V9	prchovanec	2	1	1490873664	847411682913599488	https://twitter.com/prchovanec/status/847411682913599488			
	Mar 29, 1917 - Crowd in Kiev hangs statue of former Tsarist PM Stolypin in effigy, as punishment for his role in crushing 1905 revolt.pic.twitter.com/jxiuxupCeP	prchovanec	3	4	1490873155	847409548113477634	https://twitter.com/prchovanec/status/847409548113477634			
	Mar 29, 1917 - British authorities at Halifax remove Leon Trotsky from his ship heading to Russia and hold him in detention.pic.twitter.com/ddS5tgRjV1	prchovanec	2	6	1490872974	847408791469473792	https://twitter.com/prchovanec/status/847408791469473792			
	"March 1917 - Russia's Provisional Government aims to raise new ""Freedom Loans"" to fund continued war effort.pic.twitter.com/v7x7K8qy4F"	prchovanec	3	3	1490872832	847408195320414208	https://twitter.com/prchovanec/status/847408195320414208			
	Mar 29, 1917 - New York Times: American business have high hopes for Russia's revolution.pic.twitter.com/jobJpw3j8H	prchovanec	5	8	1490872701	847407647909265409	https://twitter.com/prchovanec/status/847407647909265409			
	Mar 29, 1917 - New York Times: German officials look to seize and control all food supplies.pic.twitter.com/PRz5iI4mSh	prchovanec	3	1	1490872636	847407371408203778	https://twitter.com/prchovanec/status/847407371408203778			
	the President trash-talking NATO has only recently been regarded as a fashionable activity in the US.	prchovanec	0	0	1490871446	847402383134998528	https://twitter.com/prchovanec/status/847402383134998528			
	That's how I remember that scene, exactly.https://twitter.com/BaldingsWorld/status/847330712944467970 …	prchovanec	0	1	1490871318	847401846352130048	https://twitter.com/prchovanec/status/847401846352130048			
	well, the big distinguishing factor - perceptions of trust - IS actually a survey factor.	prchovanec	0	0	1490871267	847401632501350401	https://twitter.com/prchovanec/status/847401632501350401			
	People who think Trump's lost the thread fail to realize: there never was a thread. It was pure hokum from moment he walked down escalator.	prchovanec	37	7	1490837932	847261815134232580	https://twitter.com/prchovanec/status/847261815134232580			
	“That was some weird shit.” - George W Bush, at the end of President Trump's inaugural addresshttp://nymag.com/daily/intelligencer/2017/03/what-george-w-bush-really-thought-of-trumps-inauguration.html …	prchovanec	34	14	1490837397	847259568698564608	https://twitter.com/prchovanec/status/847259568698564608			
	in his tweet, which I was responding directly to. No straw men here.	prchovanec	0	0	1490837253	847258967734591488	https://twitter.com/prchovanec/status/847258967734591488			
	Mar 29, 1917 - Western Mail compares Kaiser to MacBeth stained with guilt for sinking hospital ships.pic.twitter.com/ulHrrrbR9u	prchovanec	4	4	1490837093	847258293256962052	https://twitter.com/prchovanec/status/847258293256962052			
	We defend foreign borders precisely so we don't have to defend our own.https://twitter.com/cthulhusbff/status/847216706888060932 …	prchovanec	16	2	1490828223	847221091332489223	https://twitter.com/prchovanec/status/847221091332489223			
	of course.	prchovanec	0	0	1490824957	847207393947717633	https://twitter.com/prchovanec/status/847207393947717633			
	@ byrdinator or maybe Hagen Daz. I'm not sure.	prchovanec	1	0	1490824939	847207319037456386	https://twitter.com/prchovanec/status/847207319037456386			@
	Fahrvergnugen.https://twitter.com/byrdinator/status/847134843683115008 …	prchovanec	1	0	1490824868	847207020004618241	https://twitter.com/prchovanec/status/847207020004618241			
	Does Juncker have boozy lunches before he comes up with such masterpieces	Sunchartist	1	1	1490891030	847484524862750720	https://twitter.com/Sunchartist/status/847484524862750720			
	European Union - EU boss threatens to break up US in retaliation for Trump Brexit support | http://Express.co.uk http://www.express.co.uk/news/politics/785813/European-Union-EU-boss-threatens-break-up-US-retaliation-Trump-Brexit-support …	Sunchartist	3	2	1490890879	847483888255459332	https://twitter.com/Sunchartist/status/847483888255459332			
	IMM Speculative positioning figures are not the same as other instruments(S&P, bonds oil) Guesstimate IMM accounts for <10% of total trading	Sunchartist	1	0	1490890004	847480221863301121	https://twitter.com/Sunchartist/status/847480221863301121			
	UK pays EU £12.9 billion a year according to national accounts. It seems the Divorce payment for Euro 50 billion+ is over & above	Sunchartist	1	0	1490889715	847479008677707776	https://twitter.com/Sunchartist/status/847479008677707776			
	Re Brexit all the talk of uncertainty : EU is around 20 yrs old Britain has been around a lot longer. French vetoed UK entry into EEC twice	Sunchartist	1	0	1490885166	847459926788132865	https://twitter.com/Sunchartist/status/847459926788132865			
	CNHpic.twitter.com/RqU075P5Cj	Sunchartist	1	2	1490881309	847443750343147521	https://twitter.com/Sunchartist/status/847443750343147521			
	*TRUMP SAID TO STUDY WAYS TO PENALIZE CURRENCY MANIPULATORS: CNBC	Sunchartist	2	0	1490880825	847441719037526017	https://twitter.com/Sunchartist/status/847441719037526017			
	And high as €....https://twitter.com/FinancialTimes/status/847399322933108736 …	Sunchartist	1	0	1490872945	847408668400164868	https://twitter.com/Sunchartist/status/847408668400164868			
	Will that be reflected in retail sales next monthhttps://twitter.com/SCMP_News/status/847403241021120513 …	Sunchartist	2	0	1490872387	847406329434038273	https://twitter.com/Sunchartist/status/847406329434038273			
	Free Movement of Cats and Dogs of 'Utmost Importance' to European Commission	Sunchartist	1	0	1490871652	847403244913479681	https://twitter.com/Sunchartist/status/847403244913479681			
	*EU'S WEBER SAYS U.K. LOSING ADVANTAGES OF BEING AN EU MEMBER Now statements by the hour	Sunchartist	1	0	1490871464	847402459320340482	https://twitter.com/Sunchartist/status/847402459320340482			
	*DIJSSELBLOEM: U.K. MUST SETTLE BREXIT BILL BEFORE TRADE TALKS	Sunchartist	3	2	1490864070	847371442928746496	https://twitter.com/Sunchartist/status/847371442928746496			
	*HOLLANDE SAYS TALKS ON FUTURE RELATIONS WILL COME LATER *HOLLANDE SAYS TALKS MUST FIRST SETTLE `MODALITIES' OF BREXIT	Sunchartist	1	0	1490864040	847371319259807746	https://twitter.com/Sunchartist/status/847371319259807746			
	CSI 300 Technology index -1.90% & CHI Next -1.81% rough daypic.twitter.com/vkBFnOBQf9	Sunchartist	3	0	1490856856	847341186905853954	https://twitter.com/Sunchartist/status/847341186905853954			
	The passive ETF effect: S&P 212 XII 171 Value Line geometric 103.40 Base 100 Period 4/1998 to datepic.twitter.com/QCK61vCEJq	Sunchartist	1	0	1490851848	847320182284472320	https://twitter.com/Sunchartist/status/847320182284472320			
	2 year return XII institutional index SPX NYA comp VALUG Value line geometricpic.twitter.com/ndYJb9ksJL	Sunchartist	1	0	1490851419	847318382495940608	https://twitter.com/Sunchartist/status/847318382495940608			
	GBP non commercial have been net buyer for 13 consecutive weeks & last week pace accelerated - DBpic.twitter.com/TafZUGvbxN	Sunchartist	7	2	1490849281	847309413278924800	https://twitter.com/Sunchartist/status/847309413278924800			
	It seems speculative accounts were long GBP in OTC going into Brexit. Contrary to IMM data	Sunchartist	2	0	1490848711	847307026262667265	https://twitter.com/Sunchartist/status/847307026262667265			
	GBP net bought ahead of Brexit kick-off. Ahead of UK's triggering of Article 50 the pound was net bought over the week - Deutsche	Sunchartist	2	2	1490848150	847304670464811009	https://twitter.com/Sunchartist/status/847304670464811009			
	That is assault. Well that is how customer service works in India. I am sure will improve sales https://twitter.com/deepakshenoy/status/847298822321590273 …	Sunchartist	3	1	1490847895	847303600569147392	https://twitter.com/Sunchartist/status/847303600569147392			
	Angela Merkel rejects one of Theresa May's key Brexit demandshttps://www.theguardian.com/politics/2017/mar/29/angela-merkel-rejects-one-of-theresa-mays-key-brexit-demands?CMP=Share_iOSApp_Other …	Sunchartist	1	1	1490841732	847277752952643585	https://twitter.com/Sunchartist/status/847277752952643585			
	You could have just emailed, says EUhttp://www.thedailymash.co.uk/news/international/you-could-have-just-emailed-says-eu-20170329125081 …	Sunchartist	1	0	1490839405	847267990433169408	https://twitter.com/Sunchartist/status/847267990433169408			
	Nikkei not receiving the weak Yen buy algo.	Sunchartist	1	0	1490839218	847267206450749441	https://twitter.com/Sunchartist/status/847267206450749441			
	https://twitter.com/BTabrum/status/847216390960566272 …	Sunchartist	1	0	1490837677	847260745771266053	https://twitter.com/Sunchartist/status/847260745771266053			
	CNH TOMORROW NEXT FORWARD POINTS RISE TO HIGHEST SINCE JAN. 25 +39	Sunchartist	1	0	1490836764	847256915566444545	https://twitter.com/Sunchartist/status/847256915566444545			
	SWIFT SAYS YUAN USED IN 1.84% OF GLOBAL TRANSACTIONS	Sunchartist	1	1	1490836708	847256680396054529	https://twitter.com/Sunchartist/status/847256680396054529			
	EU's Brexit negotiator demands all talks are conducted in Frenchhttp://www.independent.co.uk/news/world/europe/brexit-negotiator-talks-french-michel-barnier-negotiation-insists-eu-article-50-conducted-a7373556.html …	Sunchartist	1	1	1490836197	847254538939621376	https://twitter.com/Sunchartist/status/847254538939621376			
